elo,match32,top3_32,cploss32,match256,top3_256,cploss256,match4096,top3_4096,cploss4096,match65536,top3_65536,cploss65536
1486,0,0,119,0,0,0,0,1,0,0,1,11
1095,1,1,0,1,1,16,0,0,50,0,0,0
916,0,1,110,1,1,0,1,1,20,0,1,0
1852,0,0,72,0,0,77,0,1,23,0,1,0
2261,0,1,35,0,1,22,0,0,0,1,1,22
1808,1,1,0,1,1,0,1,1,0,1,1,0
2158,0,0,0,1,1,110,0,1,0,1,1,33
2157,0,0,180,0,0,25,0,0,54,0,0,21
2340,1,1,4,0,1,51,1,1,46,0,1,78
1305,1,1,72,0,1,57,0,0,68,0,1,41
1986,0,0,48,0,0,108,0,0,57,0,0,38
2044,0,1,9,0,1,0,1,1,0,1,1,3
1542,0,1,14,0,1,156,0,0,131,0,0,139
1930,0,0,0,1,1,80,0,0,1,0,1,0
2350,0,0,0,1,1,42,1,1,36,1,1,8
2187,0,1,11,0,1,0,0,1,79,0,0,65
1525,1,1,0,1,1,66,1,1,14,1,1,0
1392,1,1,0,1,1,59,1,1,0,1,1,0
1790,0,0,2,0,1,53,0,1,75,1,1,5
1986,0,0,12,0,1,37,0,0,38,0,0,35
887,1,1,0,1,1,17,0,0,45,0,0,10
2048,0,0,80,0,1,76,1,1,4,1,1,23
1039,0,0,484,0,0,899,0,0,2548,0,0,2526
2144,0,0,0,1,1,44,0,1,0,0,1,18
1875,0,1,1,0,1,14,0,0,19,0,1,19
1681,0,1,0,1,1,0,0,1,0,1,1,0
2089,0,1,68,0,1,65,0,1,11,0,1,0
2046,1,1,7,0,1,52,1,1,81,0,1,5
1230,0,0,158,0,0,261,0,0,0,1,1,78
1779,0,0,170,0,0,71,0,0,0,0,0,3
1384,1,1,34,1,1,50,0,1,46,0,0,27
1419,0,0,84,0,0,60,0,0,58,0,0,75
2219,1,1,0,1,1,321,0,1,109,0,0,141
1819,0,1,0,1,1,120,1,1,22,0,1,94
1057,0,1,0,0,1,65,0,1,92,0,1,57
779,0,0,28,0,0,0,0,1,28,0,1,36
1459,1,1,0,1,1,33,0,1,0,1,1,33
1898,0,1,503,0,0,257,0,1,45,1,1,1478
2631,0,1,0,1,1,18,1,1,51,0,1,87
1002,0,0,56,0,1,224,0,0,117,0,0,173
2404,0,1,0,1,1,0,1,1,117,0,0,135
2365,1,1,0,1,1,24,0,1,20,0,1,113
1272,0,0,106,0,0,0,0,0,171,0,0,217
1737,1,1,0,1,1,0,0,1,292,0,1,11
1957,0,0,0,0,1,29,0,1,29,0,1,0
2182,0,0,61,0,0,174,0,0,135,0,0,188
1503,0,0,20,0,1,65,0,0,85,0,0,51
2235,1,1,0,1,1,0,1,1,0,0,1,31
1654,0,1,73,0,0,86,0,0,0,0,0,0
2050,0,0,91,0,0,68,0,0,72,0,0,46
1558,0,0,24,0,0,20,0,0,40,0,0,29
1500,0,0,21,0,0,64,0,1,67,0,1,47
1150,0,1,29,0,1,51,0,0,65,0,1,33
1993,0,1,0,0,1,92,1,1,37,0,0,23
2079,1,1,0,0,1,47,0,0,97,0,0,19
1894,0,0,23,0,0,45,0,1,19,0,1,0
2332,0,0,107,0,0,168,0,0,162,0,1,139
1406,0,0,53,0,1,33,0,0,89,0,0,85
1807,1,1,0,1,1,0,1,1,0,0,1,0
1165,0,1,42,0,0,62,0,1,8,0,1,1
983,0,1,60,0,0,81,1,1,13,1,1,2
2145,1,1,40,1,1,0,0,1,100,0,1,31
1038,0,1,2,0,1,57,0,1,55,1,1,33
2109,0,0,155,0,0,183,0,0,172,0,0,203
1697,1,1,38,1,1,50,0,1,23,1,1,0
1981,0,1,9,0,1,37,1,1,5,1,1,43
1500,0,0,95,0,0,94,0,0,101,0,0,135
1122,0,1,195,1,1,109,1,1,0,1,1,0
2196,0,1,252,0,0,43,0,1,35,0,1,0
1572,0,0,0,1,1,0,0,1,0,0,1,91
1703,1,1,0,1,1,46,1,1,8,1,1,0
1555,1,1,27,1,1,2138,0,0,2142,0,0,2102
2107,0,1,0,1,1,24,0,1,17,1,1,54
1766,0,0,86,0,0,88,1,1,0,0,1,37
1269,1,1,0,1,1,271,0,0,109,0,0,111
1507,0,1,1,0,1,77,0,0,62,0,1,19
1767,0,1,9,0,1,0,0,0,51,0,1,39
1682,0,1,52,0,1,0,1,1,33,0,1,49
2266,1,1,37,1,1,190,0,1,1,1,1,31
2251,0,1,12,1,1,0,1,1,52,1,1,0
2212,0,1,0,1,1,0,1,1,9,1,1,0
2218,0,0,115,0,0,66,0,0,6,0,0,10
1264,0,0,156,0,0,101,0,0,0,0,0,39
1713,0,1,100,0,0,110,1,1,0,1,1,37
1324,0,0,181,0,0,335,0,0,4,0,1,140
1609,1,1,0,0,1,49,1,1,2,1,1,34
1373,1,1,28,0,1,2,1,1,36,0,1,146
2235,0,1,36,0,1,112,0,1,72,0,0,202
1079,1,1,0,0,1,10,0,1,0,0,0,0
2165,1,1,0,1,1,0,0,1,15,1,1,0
1416,0,0,142,0,0,150,0,0,7,0,1,0
2079,1,1,7,1,1,45,1,1,51,1,1,55
803,0,0,21,0,1,10,0,0,42,0,0,36
2241,1,1,0,1,1,8,1,1,11,0,1,7
2610,0,1,1,0,1,3,0,1,50,0,0,27
1277,0,0,0,0,1,160,0,0,54,0,0,51
1487,0,1,37,0,1,34,0,1,47,0,1,26
1542,0,0,140,0,0,215,0,0,122,0,0,38
2308,0,1,0,1,1,0,0,0,152,0,0,34
910,0,1,40,0,1,0,1,1,116,0,1,0
1689,0,0,0,1,1,0,1,1,96,0,0,49
1097,1,1,28,1,1,0,1,1,0,0,1,0
1551,1,1,0,1,1,55,1,1,0,1,1,0
2278,0,0,68,0,0,37,1,1,29,0,0,55
2082,0,0,245,0,0,398,0,0,189,0,0,144
2286,0,1,0,0,1,0,0,0,0,1,1,7
2049,0,1,5,0,0,23,0,1,66,0,0,81
1393,0,0,0,0,1,17,0,0,0,0,0,20
2218,0,0,54,0,0,136,0,0,415,0,0,445
1637,0,0,11,0,1,37,0,0,63,0,0,35
993,0,1,218,0,0,35,0,0,120,0,0,95
1156,0,0,2,0,1,49,0,0,51,0,0,31
2002,0,1,38,0,1,93,0,0,5,0,0,24
2107,0,0,7,0,0,42,0,0,18,0,0,45
2002,0,0,64,0,0,93,0,0,105,0,0,102
1967,0,0,145,0,0,85,0,1,21,0,0,4
2331,0,1,69,0,1,141,0,1,25,1,1,0
1613,0,0,73,0,1,70,0,0,116,0,0,128
1362,0,0,25,0,0,32,0,0,39,0,0,40
1954,0,1,15,1,1,0,0,0,39,0,1,0
1888,0,1,10,0,1,16,0,1,79,0,1,33
953,0,0,0,1,1,137,0,0,8,0,0,91
1725,0,1,0,1,1,0,0,1,35,0,1,0
1947,1,1,0,1,1,15,0,1,29,0,1,57
1671,0,0,1,0,1,23,1,1,0,0,1,2
2030,0,1,1145,0,0,1192,0,0,431,0,0,6572
902,1,1,0,1,1,0,1,1,9,1,1,29
700,0,1,102,0,1,0,1,1,47,1,1,0
1501,0,1,339,0,0,82,0,1,88,0,1,84
1517,0,0,273,0,0,171,0,1,17,0,0,27
1500,1,1,5,1,1,0,1,1,76,1,1,0
2015,0,0,206,0,0,333,0,0,371,0,0,351
1269,1,1,80,0,0,153,0,0,159,0,0,131
2142,1,1,0,1,1,85,0,1,50,0,1,55
1740,0,0,1,0,1,14,0,1,62,0,0,38
1637,0,0,8,0,1,23,0,0,17,0,0,0
1880,0,1,36,0,1,92,1,1,16,0,0,9
1714,0,0,93,0,0,90,0,0,71,0,0,8
1990,0,0,78,0,0,235,0,1,0,0,0,0
1596,0,0,673,0,0,205,0,1,149,0,0,116
1406,0,1,34,0,1,71,0,0,359,0,0,267
700,0,0,2,0,1,47,0,0,108,0,0,99
2292,1,1,0,1,1,12,1,1,0,1,1,0
1252,0,0,159,0,0,140,0,0,19,0,0,82
1574,0,0,3,0,1,0,0,1,24,0,1,54
1716,0,0,59,0,0,0,0,0,7,0,1,0
1411,0,0,240,0,0,278,0,0,288,0,0,310
1737,0,1,32,0,0,62,1,1,0,0,1,0
2187,0,0,45,0,1,47,0,0,21,0,0,0
1285,1,1,14,1,1,0,1,1,0,1,1,1918
1668,1,1,0,1,1,52,1,1,0,1,1,2
2106,0,0,13,0,1,75,0,1,31,0,0,5
1165,0,0,358,0,0,356,0,0,436,0,0,447
1290,1,1,0,1,1,0,0,1,143,0,1,221
1234,0,1,6,0,1,2,1,1,54,0,1,11
2308,0,0,265,0,1,92,0,1,105,0,1,75
2092,1,1,0,0,1,0,1,1,0,1,1,3
1381,1,1,0,1,1,207,1,1,0,1,1,0
2187,0,0,138,0,0,59,0,1,35,0,0,4
2213,0,0,68,1,1,0,0,0,32,0,0,29
1728,1,1,0,1,1,88,1,1,6,1,1,0
1311,1,1,34,0,1,23,1,1,47,0,0,140
2140,0,1,0,1,1,38,0,1,28,1,1,29
1331,0,1,23,0,1,40,0,1,6,1,1,5
1283,1,1,0,1,1,131,0,1,0,1,1,0
2253,1,1,58,0,1,103,0,0,41,1,1,44
2304,1,1,0,1,1,68,1,1,0,1,1,18
2571,1,1,0,1,1,63,1,1,69,0,0,214
1485,1,1,0,1,1,11,1,1,2,1,1,1
2274,0,0,13,0,1,0,0,0,37,0,0,0
1486,0,0,60,0,0,0,0,0,74,1,1,28
1867,1,1,0,1,1,96,1,1,12,1,1,0
1979,0,1,112,0,1,172,0,1,280,0,0,125
963,0,0,871,0,0,878,0,0,1010,0,0,978
1008,0,0,14,0,1,0,0,0,29,0,1,3
2097,0,1,66,0,0,164,0,0,209,0,0,329
2083,0,0,145,0,0,232,0,0,168,0,0,176
1587,1,1,0,0,1,28,0,1,25,0,1,0
1250,0,0,6,0,1,0,1,1,10,1,1,16
1964,0,1,9,0,1,197,0,1,0,0,1,129
1300,0,1,47,0,1,138,0,0,159,0,0,147
1606,0,0,254,0,0,63,0,0,25,0,1,22
2000,1,1,54,0,1,65,0,1,4,0,1,1
1791,0,1,0,1,1,0,1,1,9,1,1,3
2394,0,0,123,0,0,87,0,0,36,0,0,56
2194,0,1,94,0,1,89,0,1,93,0,0,37
1111,0,0,91,0,1,401,0,0,2,0,0,0
1798,0,1,0,1,1,15,1,1,46,1,1,11
1500,1,1,174,0,0,908,0,0,573,0,0,724
1713,0,0,112,0,1,63,0,1,68,0,0,63
1899,0,0,59,0,0,66,0,0,95,0,0,131
2096,0,1,0,0,1,200,0,1,45,1,1,24
2459,1,1,0,1,1,0,1,1,0,0,1,4
2039,0,0,0,1,1,93,0,1,4,0,0,0
2410,1,1,128,1,1,162,0,1,48,1,1,11
1586,0,0,78,0,0,81,0,0,122,0,0,124
2373,0,1,0,1,1,19,0,1,6,1,1,5
1327,1,1,0,1,1,0,1,1,62,0,0,89
2049,1,1,0,1,1,46,0,1,14,0,1,11
1800,1,1,0,1,1,0,0,1,0,0,1,0
1111,0,0,21,0,1,42,1,1,34,0,0,22
1492,1,1,0,1,1,0,0,1,166,0,1,135
1206,0,1,0,1,1,16,0,1,24,1,1,0
2138,0,1,32,0,0,6,1,1,0,1,1,0
2128,0,0,55,0,0,52,0,0,36,0,0,28
2083,0,1,91,0,1,108,0,1,0,1,1,0
1393,0,0,28,0,1,42,0,0,50,0,1,4
2571,0,1,9,0,1,32,1,1,0,1,1,24
1522,0,0,89,0,1,41,0,1,25,0,1,0
1305,0,1,94,0,1,83,0,0,239,0,0,214
2687,1,1,0,1,1,0,1,1,0,1,1,0
2138,1,1,0,1,1,306,1,1,0,1,1,55
2223,1,1,121,0,0,47,0,0,62,0,1,14
1646,0,0,84,0,0,95,0,0,217,0,0,177
1759,0,0,39,0,0,62,0,0,27,0,0,41
1019,1,1,0,0,1,0,0,0,57,0,0,35
1883,1,1,36,0,1,0,0,1,66,1,1,10
1112,0,1,72,0,1,82,0,0,126,0,0,145
1196,0,1,28,0,1,80,0,0,132,0,0,196
1601,1,1,0,1,1,0,1,1,0,1,1,0
2228,0,0,0,1,1,30,0,1,44,0,1,30
1775,1,1,0,1,1,48,1,1,34,1,1,0
1093,0,0,67,0,0,143,0,0,51,0,0,103
2303,0,0,66,0,1,105,0,0,81,0,0,13
1922,0,0,0,1,1,11,0,0,29,0,1,40
1830,1,1,141,1,1,106,1,1,0,1,1,0
1674,0,0,55,0,0,37,1,1,7,0,1,28
1324,0,1,39,1,1,0,0,1,475,1,1,1620
1283,0,0,14,0,1,70,0,0,84,0,1,88
2019,1,1,0,1,1,0,1,1,17,1,1,0
1641,0,0,16,0,0,149,0,1,52,0,0,25
1206,0,0,336,0,0,317,0,0,288,0,0,220
903,0,0,99,0,1,76,0,0,114,0,0,285
1650,0,1,9,0,1,9,0,1,7,1,1,31
2239,0,0,20,0,1,0,1,1,127,0,1,89
1316,0,0,1,0,1,79,1,1,14,0,1,50
1072,0,0,60,0,1,49,0,0,10,0,0,5
1629,0,1,59,0,1,95,0,0,141,0,0,122
1762,0,1,167,0,0,94,0,0,15,0,0,35
1461,1,1,0,1,1,14,0,1,0,0,1,20
1787,0,0,0,0,1,18,0,0,0,0,0,1
2171,0,1,4,0,1,66,0,0,38,0,1,93
2498,0,0,30,0,1,10,0,0,19,0,1,0
1563,0,1,37,0,1,99,0,1,13,1,1,15
1659,0,0,553,0,0,553,0,0,646,0,0,664
2235,0,0,34,0,1,0,1,1,0,1,1,0
1945,0,0,4,0,0,0,1,1,52,0,1,5
2151,1,1,0,1,1,0,0,1,8,0,1,27
2193,0,0,0,1,1,21,0,1,24,0,1,0
1774,1,1,0,1,1,0,1,1,0,1,1,9
2353,0,0,51,0,0,56,0,0,126,0,0,117
1843,0,0,81,0,0,0,1,1,7,1,1,34
2382,0,0,104,0,1,0,0,1,12,1,1,21
1200,0,0,118,0,0,149,0,0,70,0,0,146
2090,0,0,13,0,1,37,0,1,12,0,1,33
1863,0,1,0,0,1,5,0,1,9,0,0,0
2048,1,1,0,1,1,0,1,1,51,1,1,54
2021,0,1,0,1,1,151,1,1,0,1,1,0
1905,0,0,142,0,1,195,0,0,254,0,0,298
948,0,0,55,0,1,55,0,1,10,0,0,75
1316,0,0,56,0,0,106,0,0,32,0,0,73
1166,0,0,0,1,1,0,1,1,0,1,1,60
2062,0,1,0,1,1,71,0,1,0,1,1,0
2034,0,0,0,1,1,11,0,1,2,0,1,5
1659,0,1,27,0,0,28,0,0,18,0,1,166
776,0,0,120,0,0,83,0,0,74,0,0,4
1268,1,1,11,1,1,0,0,1,0,1,1,0
1791,0,0,1069,0,0,1201,0,0,1287,0,0,1390
1653,0,1,0,1,1,8,0,0,11,0,1,52
2568,0,0,0,1,1,93,0,0,17,0,1,0
1934,1,1,31,0,1,82,0,1,1,0,1,1
1676,0,0,213,0,0,37,0,0,40,0,0,10
1331,0,0,122,0,0,163,0,0,120,0,0,80
1207,0,0,100,0,0,100,0,0,105,0,1,80
1774,0,0,33,0,0,35,0,0,10,0,0,0
2116,0,0,297,0,0,352,0,0,86,0,0,103
1748,0,1,52,0,1,107,0,1,33,0,1,50
2827,0,0,5,0,0,89,0,0,73,0,1,6
1810,1,1,0,1,1,118,0,1,46,1,1,3
1404,0,1,8,0,1,26,0,1,76,0,0,49
1641,0,0,64,0,0,104,0,0,97,0,0,98
1511,0,1,0,1,1,53,0,1,43,1,1,0
1799,0,0,42,0,0,47,0,0,41,0,0,67
1781,1,1,0,1,1,0,1,1,0,1,1,0
1581,1,1,16,1,1,19,1,1,0,1,1,36
1902,0,1,0,0,1,51,0,1,73,0,0,79
1662,1,1,26,1,1,8,1,1,0,1,1,0
1586,0,1,94,0,0,94,0,1,11,0,1,49
1587,0,0,582,0,0,666,0,1,550,0,1,648
2431,0,0,40,0,1,51,0,0,0,1,1,0
1841,0,1,0,1,1,175,1,1,30,1,1,0
2224,1,1,0,1,1,30,1,1,0,1,1,4
1781,0,0,44,0,1,130,0,0,0,0,0,39
2013,0,1,60,0,1,56,1,1,0,1,1,0
2650,0,1,0,1,1,0,1,1,29,1,1,0
1509,0,1,10,0,1,22,0,0,31,0,1,26
1551,0,0,187,0,0,173,0,0,302,0,0,279
1305,0,1,138,0,0,76,0,1,109,0,0,68
1436,0,1,385,0,1,0,1,1,31,1,1,6
1375,1,1,0,1,1,114,1,1,42,1,1,13
2565,0,0,8,0,1,18,0,0,66,0,0,24
2108,0,0,145,0,0,116,0,0,134,0,0,86
1407,0,0,150,0,0,237,0,0,63,0,0,9
1615,1,1,0,1,1,0,1,1,0,1,1,5
2233,0,1,158,0,0,254,0,0,245,0,0,333
1436,0,0,80,0,0,106,0,0,156,0,0,190
1230,0,0,52,0,1,154,0,0,81,0,1,34
1370,0,0,22,0,1,107,0,0,137,0,0,29
1494,1,1,0,1,1,0,1,1,41,1,1,26
2038,0,0,47,0,0,17,0,1,110,0,0,40
2619,1,1,39,1,1,42,0,0,207,0,1,41
1123,0,1,0,1,1,22,1,1,20,0,1,3
1242,0,0,393,0,0,4,0,0,1298,0,0,2
1118,0,1,9,0,1,6,0,1,3,1,1,11
1582,1,1,0,1,1,0,1,1,0,1,1,0
2326,0,0,0,1,1,23,0,1,5,1,1,11
1661,0,0,19,0,1,6,0,1,0,0,1,31
1839,0,1,0,1,1,123,0,0,52,0,1,0
2360,1,1,0,1,1,1,0,1,6,0,1,16
1721,1,1,0,1,1,111,0,1,67,1,1,2
2514,0,0,61,0,1,37,0,1,23,0,1,11
1073,0,0,548,0,0,531,0,0,529,0,0,510
2057,0,0,107,0,0,147,0,1,77,0,0,39
2347,0,0,26,0,1,53,0,1,108,0,0,49
1271,0,0,140,0,1,78,0,0,0,0,1,0
1801,0,0,93,0,0,181,0,0,109,0,0,113
1421,1,1,0,1,1,69,0,1,4,0,1,42
1918,1,1,0,1,1,6,1,1,0,1,1,0
2273,0,0,0,1,1,8,0,1,17,0,0,44
1173,1,1,20,0,1,172,0,0,53,0,0,106
2159,0,0,2,0,1,35,0,1,55,0,0,29
2038,1,1,0,1,1,29,1,1,0,1,1,0
675,0,0,161,0,0,190,0,0,127,0,0,0
2526,1,1,16,1,1,26,0,1,12,0,1,9
1426,0,1,30,0,1,79,0,1,19,1,1,8
1743,1,1,0,1,1,0,1,1,0,1,1,5
1291,0,0,293,0,0,268,0,0,276,0,0,345
1741,0,1,44,0,1,34,0,1,86,0,0,25
1354,0,0,31,0,1,0,0,1,83,0,0,58
2050,0,0,84,0,0,62,0,0,38,0,0,52
1373,1,1,60,1,1,0,1,1,0,1,1,0
1633,1,1,0,1,1,0,1,1,0,1,1,25
1878,0,0,0,1,1,64,1,1,2,1,1,0
2272,0,1,26,0,1,21,1,1,6,1,1,11
2444,1,1,0,1,1,44,1,1,0,1,1,0
1586,0,0,27,0,0,55,0,0,67,0,0,129
2291,1,1,0,1,1,96,0,0,21,1,1,0
1048,0,1,92,0,1,410,0,0,383,0,0,328
1596,0,1,132,1,1,0,0,1,72,0,1,20
2068,1,1,0,1,1,97,0,0,23,0,0,62
1839,0,0,42,0,0,78,0,0,24,0,1,28
1843,0,1,10,0,1,43,1,1,40,0,1,9
1541,0,0,46,0,0,29,0,0,17,0,0,39
2027,0,1,0,1,1,29,0,1,4,0,1,0
1713,1,1,0,1,1,0,0,1,8,1,1,0
1245,0,0,122,0,0,112,0,0,82,0,0,107
1549,0,1,0,1,1,251,0,1,0,0,1,63
2342,0,0,153,0,1,161,1,1,114,0,0,12
1757,0,0,143,0,0,157,0,0,206,0,0,231
1324,0,0,120,0,0,86,0,0,85,0,1,115
1764,0,0,81,0,0,63,0,0,317,0,0,401
2387,0,1,0,1,1,10,1,1,13,0,1,23
2478,0,0,110,0,0,138,0,0,150,0,0,256
1121,0,0,16,0,0,0,0,0,152,0,0,346
1312,0,1,46,0,1,38,0,1,79,0,1,103
2151,1,1,13,0,1,83,0,0,50,0,0,94
1558,0,0,0,1,1,1,0,1,53,0,0,28
1656,1,1,0,1,1,21,1,1,2,1,1,3
1716,0,0,684,0,0,732,0,0,554,0,0,801
888,1,1,0,1,1,52,0,1,0,1,1,0
1318,0,0,23,0,1,0,1,1,15,1,1,1
1450,1,1,0,1,1,53,1,1,65,1,1,13
1677,0,1,0,1,1,83,0,1,40,0,1,39
1299,1,1,8,1,1,14,1,1,15,0,1,15
1777,0,1,0,0,1,56,0,1,35,0,0,103
1517,0,1,38,0,1,18,1,1,10,1,1,31
2614,1,1,0,1,1,6,1,1,117,1,1,64
1588,0,0,0,1,1,118,0,0,249,0,0,369
1539,0,1,3240,0,1,3235,0,1,0,1,1,0
1519,1,1,0,1,1,90,1,1,56,1,1,31
2120,0,1,4,0,1,4,0,1,83,0,1,61
1989,0,1,46,0,1,43,1,1,7,1,1,10
1436,0,0,19,0,0,40,0,1,45,0,0,2
1900,0,0,21,0,0,43,0,0,45,0,0,39
2579,0,1,12,0,1,0,0,1,16,0,1,0
1808,1,1,0,1,1,120,0,1,58,1,1,0
1592,1,1,0,1,1,31,1,1,49,0,1,6
1001,0,0,441,0,0,222,0,0,244,0,0,253
2116,0,0,4,0,1,38,0,0,59,0,0,36
1672,0,0,50,0,0,54,0,0,114,0,0,114
2069,1,1,0,1,1,0,1,1,10,1,1,0
1322,0,1,0,0,1,60,1,1,65,0,0,24
1698,0,0,200,0,0,377,0,0,125,0,0,149
1674,0,1,1,0,0,4,0,0,0,0,1,1
1275,0,1,0,1,1,0,0,1,24,0,1,29
1599,0,0,21,0,1,79,0,0,102,0,0,109
1655,0,1,0,1,1,68,0,0,0,0,0,57
1753,0,1,210,0,1,156,0,1,355,0,1,312
1838,0,0,301,0,0,262,0,0,220,0,0,263
1916,0,1,14,0,1,20,0,0,66,0,0,35
743,1,1,200,0,1,167,0,0,386,0,0,378
2367,1,1,89,1,1,74,1,1,49,1,1,3
1542,0,1,41,0,1,19,1,1,14,1,1,32
1922,0,0,122,0,0,288,0,0,210,0,0,197
2271,0,0,6,0,0,166,0,0,70,0,0,87
1270,1,1,0,1,1,0,1,1,20,0,1,8
1198,0,0,127,0,0,127,0,0,150,0,0,181
2125,0,0,388,0,0,443,0,0,228,0,0,226
2272,0,1,0,1,1,92,1,1,53,0,1,0
1164,0,0,34,0,0,139,0,0,88,0,0,71
910,0,0,188,0,0,287,0,0,393,0,0,361
1761,0,0,82,0,0,68,0,1,71,0,0,141
2277,0,1,916,0,1,985,0,1,963,0,1,1707
1716,0,0,54,0,0,121,0,0,50,0,0,11
1034,0,0,152,0,0,131,0,1,32,0,1,47
1746,1,1,20,1,1,134,0,1,0,1,1,37
1910,0,0,70,0,0,2,0,1,7,0,0,17
900,0,0,106,0,0,293,0,0,316,0,0,190
1523,0,1,61,1,1,39,0,1,62,0,1,92
2363,0,0,0,1,1,28,0,1,0,0,0,56
1261,0,0,8,0,0,8,1,1,24,0,0,16
1638,0,1,14,0,1,38,0,0,14,0,1,3
2647,0,1,0,1,1,37,1,1,0,1,1,39
1826,0,1,45,0,1,59,1,1,0,1,1,0
1788,0,0,14,0,1,65,0,0,158,0,0,185
2076,1,1,0,1,1,21,1,1,0,1,1,0
1737,0,0,14,0,1,0,0,0,0,0,1,13
1766,0,1,182,0,1,286,0,0,0,0,1,40
2010,0,1,0,1,1,0,1,1,91,0,1,104
951,0,0,173,0,0,173,0,0,146,0,0,124
1404,0,1,18,0,1,67,0,1,59,0,1,2
1778,1,1,0,0,1,0,0,1,131,1,1,33
1854,0,1,61,0,0,509,0,0,279,0,0,233
1906,0,0,46,0,0,112,0,0,174,0,0,16
1797,0,1,0,1,1,126,1,1,61,1,1,31
1809,0,0,16,0,0,46,0,0,59,0,0,39
2171,1,1,0,1,1,57,1,1,0,1,1,23
1325,0,0,257,0,0,63,1,1,0,1,1,0
1596,1,1,14,1,1,16,0,1,30,0,1,27
1612,0,1,0,1,1,6,0,1,98,0,1,75
2195,0,1,22,0,1,53,1,1,0,1,1,0
2489,0,1,4,1,1,25,1,1,37,1,1,73
1847,0,0,7,0,1,52,0,0,50,0,0,70
1612,0,0,0,1,1,30,1,1,36,1,1,0
2060,0,1,0,1,1,28,0,1,29,0,1,35
1660,0,1,0,1,1,49,0,1,14,0,1,4
1474,0,0,93,0,0,66,0,1,30,0,0,25
1648,0,1,0,1,1,9,0,1,5,0,1,0
1375,1,1,0,1,1,15,1,1,0,1,1,0
2377,0,0,34,0,1,11,1,1,0,1,1,20
1610,0,0,135,0,0,1,0,1,48,0,0,0
1702,0,0,50,0,0,30,0,0,25,0,0,79
2264,0,0,10,0,1,45,0,0,0,0,1,1
1831,0,0,0,1,1,9,0,1,44,0,1,48
1938,1,1,0,1,1,81,0,1,15,0,1,74
1685,0,0,104,0,0,66,0,0,31,0,1,9
1618,1,1,0,1,1,58,1,1,28,1,1,21
1120,0,1,13,0,1,9,1,1,13,0,1,36
1135,0,0,18,0,0,0,0,0,52,0,0,0
1964,0,0,2,0,0,76,1,1,0,1,1,27
1615,0,0,477,0,0,465,0,0,506,0,0,467
2049,0,1,0,1,1,61,1,1,2,0,1,66
1913,0,0,43,0,0,62,0,0,55,0,0,37
1077,0,1,0,1,1,61,1,1,0,1,1,0
1591,0,0,64,0,1,201,0,0,38,0,1,17
2316,0,0,17,0,1,30,0,1,47,0,0,104
2177,0,1,77,0,1,41,1,1,106,0,1,64
1270,0,1,0,1,1,0,1,1,0,1,1,0
1975,0,0,113,0,1,179,1,1,20,0,1,0
1562,0,1,0,0,1,7,1,1,0,1,1,0
1541,1,1,1,1,1,56,1,1,13,0,1,18
2035,1,1,0,0,1,14,1,1,4,0,1,0
1490,0,0,112,0,0,146,0,0,184,0,0,190
1906,1,1,0,1,1,79,1,1,54,1,1,0
1712,0,0,0,1,1,74,0,0,22,0,0,44
1579,0,0,52,0,0,45,0,1,306,0,0,212
1511,0,0,192,0,0,326,0,0,95,0,0,45
1544,0,0,210,0,0,260,0,0,215,0,0,123
1629,0,0,49,0,0,80,0,0,36,0,0,91
2035,1,1,0,1,1,35,0,1,18,0,1,0
2084,0,0,0,1,1,20,0,1,8,1,1,0
2396,0,0,0,1,1,31,0,1,1,1,1,15
1111,0,1,11,0,1,224,1,1,0,1,1,4
1824,0,1,16,0,1,0,0,1,1724,0,1,6
1942,1,1,0,1,1,0,1,1,7,1,1,9
1809,0,1,0,1,1,0,0,1,155,0,1,165
2330,1,1,49,0,1,382,1,1,0,0,1,23
1189,1,1,41,0,0,32,0,0,7,1,1,0
1774,0,0,22,0,0,24,0,0,16,0,0,24
1988,0,1,241,0,0,193,0,0,325,0,1,0
1528,0,0,1997,0,0,1997,0,0,1945,0,0,1978
2138,0,1,24,0,1,55,0,1,7,0,0,55
2205,1,1,51,0,1,34,0,0,31,1,1,16
1503,1,1,0,1,1,0,1,1,0,1,1,0
1973,0,0,9,0,1,36,0,0,18,1,1,19
2010,0,0,27,0,1,37,0,0,7,1,1,18
2289,1,1,0,1,1,0,1,1,0,1,1,0
1775,0,1,52,0,1,117,0,1,396,0,1,401
1799,0,1,19,0,1,19,1,1,31,0,0,291
1618,1,1,0,1,1,0,1,1,89,0,1,53
1825,0,0,0,1,1,0,1,1,0,0,1,0
1837,1,1,170,1,1,212,0,1,0,0,1,9
794,0,1,0,1,1,268,0,1,49,1,1,85
1365,0,0,94,0,0,0,0,0,19,0,1,0
1638,0,0,48,0,0,53,0,1,4,0,1,39
1866,0,1,2,0,1,28,0,1,3,0,1,38
1696,1,1,17,0,1,57,0,1,31,0,0,7
1419,0,0,117,0,0,58,0,0,109,0,0,179
1907,0,0,21,0,1,21,0,1,0,0,0,0
2371,0,0,0,1,1,10,0,1,38,0,0,0
1784,0,0,0,0,1,14,0,0,2,0,0,0
1379,1,1,0,1,1,24,0,0,3,0,1,21
1440,1,1,0,1,1,0,1,1,15,0,1,13
1670,0,0,0,1,1,39,0,0,14,0,0,50
2717,1,1,0,1,1,0,1,1,1,1,1,0
1808,0,1,96,0,1,483,0,0,61,0,0,60
